timestamp,pack_voltage_v,pack_current_a,state_of_charge,state_of_health,cell_volt_min_v,cell_volt_max_v,cell_volt_avg_v,cell_temp_min_c,cell_temp_max_c,cell_temp_avg_c,ambient_temp_c,charging_power_kw,peak_power_kw,remaining_range_km,balancing_active,insulation_resistance_mohm,fault_code,cycle_count,bms_version,cell_v_1_v,cell_v_2_v,cell_v_3_v,cell_v_4_v,cell_v_5_v,cell_v_6_v,cell_v_7_v,cell_v_8_v,cell_v_9_v,cell_v_10_v,cell_v_11_v,cell_v_12_v
2025-11-01 00:00:00,412.798710873172,16.62410862512809,1.0,0.96,34.37634774353737,34.422892264008205,34.39903722586658,23.489279210514074,24.19828800082984,23.873397500068318,24.046096221061305,0.0,99.9062379992659,336.84398063984514,False,98.28551443219511,0.0,424,v3.2.1,34.39967400528992,34.403522615612395,34.37634774353737,34.4045927093768,34.422892264008205,34.41058704664558,34.38886480902613,34.39307905669998,34.38840673961195,34.419140956385135,34.385436470756574,34.395902293448835
2025-11-01 00:01:00,411.80099275619256,19.27740664642241,0.9988225704967567,0.96,34.299538621139774,34.32382171008742,34.314289354257745,24.173604429996928,25.002821839926185,24.56857180182744,24.56980749461025,0.0,90.1231657177067,335.23458293836813,False,116.08048031439245,0.0,424,v3.2.1,34.32382171008742,34.299538621139774,34.31693192095794,34.317783216311504,34.30233597889222,34.31670797049994,34.31240119022072,34.31015879944423,34.31427588707789,34.319609554425725,34.31715368574771,34.32075371628794
2025-11-01 00:02:00,410.09849732609075,16.037900395000193,0.9994935752743996,0.96,34.16501037218324,34.18962590081733,34.17742071712524,24.276454532033938,25.433928507680736,24.806810617708077,24.793197233289177,0.0,98.55424857806656,333.37951737156175,False,94.35151922404279,0.0,424,v3.2.1,34.18962590081733,34.1712907414191,34.18717937765183,34.16501037218324,34.18776609552861,34.176722463676725,34.180208027480376,34.180870563452366,34.167648809360216,34.166384542853415,34.16714804326763,34.18919366781198
2025-11-01 00:03:00,408.70612644458885,18.4601923518048,1.0,0.96,34.0465938714958,34.07349766465739,34.059725024308726,25.61024498179782,26.620193378508397,26.05338491285379,25.943843828670094,0.0,82.44390533164534,338.086381750438,False,104.86380399517081,0.0,424,v3.2.1,34.056909594096595,34.0465938714958,34.06411867871268,34.06401212304065,34.0654079360373,34.056364710124974,34.05534416957889,34.05023879711735,34.06325206837146,34.07349766465739,34.066706852691404,34.05425382578017
2025-11-01 00:04:00,411.2294983027522,10.531926665231072,0.9959280896469498,0.96,34.25116872635626,34.290688354879975,34.26797950037547,24.601193419014162,25.7969455487712,25.024924909630734,25.27827656226688,0.0,96.49049738298359,340.2892707981216,False,118.58474150808408,0.0,424,v3.2.1,34.27130874843812,34.28089019110056,34.273583247314974,34.290688354879975,34.264329608616364,34.27482362232248,34.25240513384476,34.26307805006141,34.262643534223805,34.25116872635626,34.27552541937301,34.25530936797389
2025-11-01 00:05:00,410.583086855689,21.066468536864694,0.9950272215815972,0.96,34.194386545516984,34.23213880850311,34.21020000389425,23.85317887296788,24.9739363264904,24.475797695244548,24.332259215450055,0.0,83.447038996512,330.0441241787681,False,108.75039747348137,0.0,424,v3.2.1,34.22814587222614,34.209420016638454,34.198034668634506,34.21145029173613,34.2315504231485,34.20849669430859,34.21053031519684,34.194386545516984,34.19614081586489,34.202965527638895,34.23213880850311,34.19914006731789
2025-11-01 00:06:00,411.6982602693054,20.006027376811122,0.9977530202256094,0.96,34.28519380053875,34.328796621414476,34.30433276825147,24.106683975809023,25.37910151958249,24.732169848418295,25.24301814470882,0.0,96.00486616303938,338.0791101869578,False,111.51616439683315,0.0,424,v3.2.1,34.30685832413615,34.29733087866764,34.3009838050687,34.30442851998193,34.28970725465157,34.31812575840413,34.29748677114038,34.30524712397169,34.30598273043136,34.28519380053875,34.31185163061086,34.328796621414476
2025-11-01 00:07:00,411.07471469259593,15.914556844659046,0.9952285631519995,0.96,34.24266077386012,34.27423667634839,34.254059366794586,23.42314759519313,24.680067503830653,24.13540613009309,24.226348005530816,0.0,73.9277967848458,331.97468018715574,False,102.93710974171822,0.0,424,v3.2.1,34.24301730155793,34.256524186034206,34.26033980069451,34.250615333073185,34.25100855781,34.25369535597285,34.25889758734761,34.24534784890586,34.24266077386012,34.27423667634839,34.26143300205379,34.2509359778766
2025-11-01 00:08:00,411.76511303549654,23.296228342162024,0.9918538440209228,0.96,34.30167459758202,34.335189490170556,34.315379888021276,24.97487651500678,26.040018906455376,25.48373079849327,25.541345526943537,0.0,89.10563280305527,335.0149426164065,False,90.59796501359159,0.0,424,v3.2.1,34.335189490170556,34.30735787505636,34.31786325239258,34.308865277279764,34.30167459758202,34.3095609496664,34.316947793658514,34.31455144891161,34.315802618464595,34.31708288333943,34.32776041774299,34.31190205199052
2025-11-01 00:09:00,408.6415870680205,24.68785068813279,0.9929770119790637,0.96,34.02601259346498,34.06830302810375,34.04933150997427,24.599605538837277,25.370035241652413,24.936148084350354,24.76443767409106,0.0,90.3611054451744,331.78877492315223,False,109.38391105101616,0.0,424,v3.2.1,34.04876794435834,34.06830302810375,34.06561225680304,34.02601259346498,34.05758642365043,34.05368271918656,34.03687784275085,34.043954508534284,34.041594285678876,34.0600596069002,34.047188962041446,34.0423379482185
