timestamp,pack_voltage_v,pack_current_a,state_of_charge,state_of_health,cell_volt_min_v,cell_volt_max_v,cell_volt_avg_v,cell_temp_min_c,cell_temp_max_c,cell_temp_avg_c,ambient_temp_c,charging_power_kw,peak_power_kw,remaining_range_km,balancing_active,insulation_resistance_mohm,fault_code,cycle_count,bms_version,cell_v_1_v,cell_v_2_v,cell_v_3_v,cell_v_4_v,cell_v_5_v,cell_v_6_v,cell_v_7_v,cell_v_8_v,cell_v_9_v,cell_v_10_v,cell_v_11_v,cell_v_12_v
2025-11-01 00:00:00,411.89,10.7,0.799,0.9601,34.1408,34.4897,34.3257,18.92,20.03,19.47,19.33,0.0,84.97,332.9,True,103.31,0,425,v3.2.1,34.1408,34.2035,34.2013,34.2583,34.2741,34.303,34.3291,34.3955,34.4048,34.434,34.4739,34.4897
2025-11-01 00:01:00,413.08,5.94,0.7985,0.9601,34.2579,34.5978,34.4269,19.64,20.63,20.15,19.88,0.0,78.62,332.7,True,105.87,0,425,v3.2.1,34.2579,34.3008,34.3119,34.3516,34.3772,34.4205,34.4316,34.4775,34.4994,34.532,34.5649,34.5978
2025-11-01 00:02:00,411.2,12.02,0.7975,0.9601,34.0834,34.4463,34.2672,19.91,20.96,20.5,20.35,0.0,86.48,332.3,True,100.91,0,425,v3.2.1,34.0834,34.1152,34.1602,34.1879,34.2244,34.2342,34.282,34.3338,34.3404,34.3836,34.4146,34.4463
2025-11-01 00:03:00,411.0,11.23,0.7965,0.9601,34.0608,34.4235,34.2496,19.49,21.12,20.27,19.93,0.0,95.23,331.9,True,93.52,0,425,v3.2.1,34.0608,34.1128,34.1221,34.1717,34.1898,34.2545,34.2749,34.298,34.3407,34.3507,34.3958,34.4235
2025-11-01 00:04:00,409.22,6.29,0.7959,0.9601,33.9369,34.2535,34.0981,19.08,20.44,19.9,19.82,0.0,77.66,331.6,True,102.0,0,425,v3.2.1,33.9369,33.9614,33.9976,34.0198,34.0536,34.0874,34.1141,34.1329,34.1768,34.1959,34.2476,34.2535
2025-11-01 00:05:00,413.53,11.06,0.7949,0.9601,34.2696,34.6374,34.4562,19.51,20.8,20.28,20.11,0.0,77.66,331.2,False,96.74,0,425,v3.2.1,34.2696,34.3157,34.3529,34.3868,34.4085,34.4453,34.4514,34.501,34.5435,34.5604,34.6022,34.6374
2025-11-01 00:06:00,410.17,5.79,0.7944,0.9601,33.9922,34.352,34.18,19.23,20.66,20.04,19.75,0.0,95.79,331.0,False,97.36,0,425,v3.2.1,33.9922,34.0527,34.0851,34.1017,34.1276,34.1617,34.193,34.2156,34.2558,34.2913,34.331,34.352
2025-11-01 00:07:00,410.06,11.33,0.7934,0.9601,33.9989,34.3553,34.1709,19.97,21.15,20.62,20.27,0.0,87.67,330.6,True,102.93,0,425,v3.2.1,33.9989,34.035,34.0624,34.1062,34.1055,34.1575,34.169,34.2258,34.2484,34.2846,34.3028,34.3553
2025-11-01 00:08:00,413.96,6.28,0.7928,0.9601,34.3192,34.6653,34.4925,19.29,20.39,19.9,19.86,0.0,75.31,330.3,False,106.19,0,425,v3.2.1,34.3192,34.3469,34.3844,34.4067,34.4528,34.477,34.5071,34.5375,34.5738,34.607,34.6324,34.6653
2025-11-01 00:09:00,410.78,9.12,0.792,0.9601,34.0645,34.3862,34.2255,20.0,21.23,20.57,20.52,0.0,85.43,330.0,True,100.11,0,425,v3.2.1,34.0645,34.096,34.1154,34.1465,34.1836,34.2069,34.2554,34.2744,34.2801,34.3365,34.361,34.3862
2025-11-01 00:10:00,412.43,9.81,0.7911,0.9601,34.1941,34.5459,34.3696,19.44,20.73,20.13,19.98,0.0,75.37,329.6,True,101.54,0,425,v3.2.1,34.1941,34.2255,34.266,34.2864,34.3081,34.3612,34.3734,34.4213,34.4571,34.4748,34.5217,34.5459
2025-11-01 00:11:00,412.27,9.23,0.7903,0.9601,34.1858,34.5158,34.3573,20.34,21.72,21.18,20.82,0.0,75.34,329.3,True,108.51,0,425,v3.2.1,34.1858,34.2195,34.2487,34.2905,34.2994,34.3334,34.3636,34.4109,34.4428,34.4696,34.5081,34.5158
2025-11-01 00:12:00,411.14,11.37,0.7893,0.9601,34.0695,34.4278,34.2585,20.2,21.41,20.66,20.4,0.0,82.42,328.9,False,101.2,0,425,v3.2.1,34.0695,34.1197,34.1583,34.1809,34.215,34.2445,34.2743,34.3094,34.3371,34.3854,34.38,34.4278
2025-11-01 00:13:00,411.99,8.94,0.7885,0.9601,34.1671,34.5157,34.3351,20.07,21.21,20.54,20.26,0.0,60.87,328.6,True,113.01,0,425,v3.2.1,34.1671,34.2025,34.2268,34.2558,34.2767,34.3096,34.3598,34.3935,34.408,34.442,34.4637,34.5157
